"Club","Swimmer","Age 													Group","Seed 													 														Time","HT/LN","Time","Pl","Pts"
"TXLA","Carroll, Christian","25-29","54.00","39/10","52.45","38","0"
"RMRM","Nasser, Rob","55-59","52.21","19/7","52.51","3","8"
"VCM","Nicoloso, Jeremiah","25-29","53.06","39/3","52.58","39","0"
"ASC","Crouch, Chandler","30-34","52.54","35/7","52.59","27","0"
"PBM","Bradchulis, Derek","45-49","53.01","25/1","52.61","9","2"
"GAJA","Schneider, Dustin","35-39","56.00","30/2","52.62","17","0"
"HSAM","Converse, Joseph","30-34","55.00","34/6","52.69","28","0"
"AAA","Taylor, Jonathan","18-24","53.74","45/10","52.69","23","0"
"CTS","Gnann, Andrew","45-49","57.39","23/4","52.76","10","1"
"FCST","McNamara, Brooks","25-29","51.11","40/3","52.76","40","0"
"PSCM","Schuster, Fred","60-64","53.70","14/3","52.80","3","8"
"YM","Fischer, Christopher","25-29","49.84","41/9","52.85","41","0"
"RMSC","Harvey, Kody","35-39","53.98","31/2","52.92","18","0"
"URI","Sweeney, Conor","18-24","55.22","44/3","52.96","24","0"
"UC26","Osada, Akihiko","35-39","54.00","31/9","52.97","19","0"
"MOST","Monsivais, Daniel","40-44","55.00","26/4","52.98","16","0"
"URI","Hambly, Parker","18-24","52.85","45/7","53.13","25","0"
"SMS","Babcock, Liam","35-39","55.00","30/4","53.17","20","0"
"NMMS","Contreras, Bonifacio","35-39","55.40","30/3","53.17","20","0"
"TXLA","Dominguez, Rogelio","40-44","53.15","27/1","53.24","17","0"
"URI","Kelly, Luke","18-24","54.60","44/4","53.29","26","0"
"MICH","Pittel, Adam","40-44","52.42","27/8","53.29","18","0"
"NCMS","Mcpeters, Eric","35-39","53.10","31/7","53.34","22","0"
"MINN","Becker, Noah","25-29","53.00","39/7","53.49","42","0"
"TXLA","Breazeale, Nathan","60-64","53.93","14/2","53.52","4","7"
"NAM","Wharton, David","55-59","54.69","19/10","53.54","4","7"
"MARS","Donaldson, Matthew","30-34","54.24","34/5","53.57","29","0"
"UC38","Cheng, Kenny","35-39","55.05","30/7","53.58","23","0"
"GTX","Wallenfelsz, James","40-44","58.00","26/10","53.61","19","0"
"RMRM","Mosteller, Douglas","55-59","57.61","18/10","53.68","5","6"
"NCMS","Lee, Lawrence","55-59","53.10","19/2","53.72","6","5"
"GTX","Hall, Jacob","25-29","50.50","40/4","53.79","43","0"
"NMMS","Bosler, Peter","45-49","56.13","24/8","53.81","11","0"
"PALM","Cook, Andy","60-64","53.90","14/8","53.81","5","6"
"ARIZ","Nichols, Kory","45-49","53.33","24/4","53.90","12","0"
"ROCKR","Morrison, Mark","45-49","53.04","24/5","53.92","13","0"
"SFTL","Torres, Martin","45-49","53.00","25/9","53.94","14","0"
"MINN","Wildberger, Peter","35-39","54.61","31/1","53.96","24","0"
"TXLA","Kurz, Nathan","25-29","50.90","40/7","53.97","44","0"
"YM","Quinn II, Louis","18-24","53.00","45/3","53.97","27","0"
"TXLA","Langley, Matthew","50-54","54.69","21/3","54.05","9","2"
"PBM","Sanchez, Art","50-54","54.54","21/7","54.06","10","1"
"ROSE","Baldocchi, Bob","55-59","51.93","19/4","54.08","7","4"
"ROSE","Cohen, Jason","35-39","55.00","30/6","54.08","25","0"
"UC17","Kleman, Luke","25-29","53.12","39/8","54.09","45","0"
"MOST","Ramirez, Charles","18-24","51.87","45/5","54.21","28","0"
"PSM","Stender, Shane","45-49","54.63","24/3","54.24","15","0"
"RMRM","Lenneman, Tim","60-64","54.46","14/1","54.39","6","5"
"SKY","Luebbe, James","55-59","52.65","19/8","54.42","8","3"
"OREG","Matthews, Jonathan","45-49","53.25","24/6","54.50","16","0"
"AMS","Hughey, Richard","60-64","53.25","14/7","54.62","7","4"
"SMS","Fejka, Erik","45-49","56.50","24/1","54.63","17","0"
"PAMS","Flores, Patrick","35-39","53.20","31/3","54.65","26","0"
"IM","Brown, Adam","40-44","54.00","26/5","54.66","20","0"
"UC43","Carlisle, Joseph","25-29","49.82","41/2","54.69","46","0"
"MICH","Combs, Grant","18-24","54.04","44/6","54.72","29","0"
"WISC","Fischer, James","60-64","53.14","14/4","54.75","8","3"
"ETEX","Beauregard, Matthew","45-49","57.51","23/7","54.86","18","0"
"NYAC","Frawley, Robert","35-39","52.88","31/4","54.87","27","0"
"AGUA","Romano, Kola","55-59","56.50","18/2","54.90","9","2"
"URI","Michaud, Armand","18-24","55.20","44/7","54.95","30","0"
"FCST","Pulskamp, Benjamin","40-44","52.76","27/2","54.95","21","0"
"RIDG","Garay, Juan","45-49","56.94","23/5","55.03","19","0"
"LSM","Glass, Mark","50-54","55.05","21/1","55.04","11","0"
"ETEX","Greule, Andrew","25-29","54.05","38/5","55.09","47","0"
"DSMY","Qualley, George","45-49","53.01","25/10","55.18","20","0"
"ALEX","Buckner, Michael","40-44","55.47","26/8","55.20","22","0"
"JMMS","Vinton, Jason","50-54","57.50","20/7","55.22","12","0"
"O2","Reed, Benjamin","50-54","54.69","21/8","55.24","13","0"
"NICK","Howe, Randy","55-59","55.18","18/6","55.27","10","1"
"RGSC","Stanton, Jeremiah","40-44","57.10","26/1","55.28","23","0"
"TXLA","Huggins, Dale","50-54","55.00","21/9","55.29","14","0"
"DJCCM","Andrae, David","50-54","53.29","22/10","55.35","15","0"
"TOC","Woodring, Douglas","55-59","54.78","18/5","55.50","11","0"
"NAM","Bergman, Michael","60-64","55.17","13/5","55.58","9","2"
"LTDUB","Figueroa, Jorge","40-44","56.75","26/9","55.58","24","0"
"GAJA","Smith, Justin","50-54","53.30","21/5","55.65","16","0"
"AWYY","Carrington, Douglas","40-44","54.75","26/6","55.73","25","0"
"MOB","Below, Matthew","30-34","56.86","34/4","55.77","30","0"
"TXLA","Critelli, Matthew","35-39","1:01.00","29/5","55.78","28","0"
"AAMAH","Foerster, Henry","40-44","59.25","15/5","55.85","26","0"
"NAM","Birnbrich, Chris","60-64","57.55","13/8","55.87","10","1"
"OREG","Hawkins, Aaron","45-49","56.36","24/9","55.88","21","0"
"UC26","Morrison, Tucker","50-54","54.25","21/4","55.98","17","0"
"TXLA","Anderson, Michael","35-39","58.00","30/10","56.04","29","0"
"HIMA","Abbott, Rick","70-74","57.05","6/6","56.09","1","11"
"LSM","Paakh, Bruce","65-69","55.91","10/5","56.11","1","11"
"ROCKR","Appleby, Don","55-59","58.58","17/7","56.15","12","0"
"RAA","Knopke, Carl","50-54","56.16","21/10","56.18","18","0"
"ASC","Martens, Galen","25-29","53.23","39/9","56.40","48","0"
"VMST","Downey, Mark","55-59","56.56","18/9","56.42","13","0"
"OREG","Patrick, Michael","45-49","57.83","23/3","56.47","22","0"
"LASH","Oxley, Gregory","65-69","58.30","10/3","56.53","2","9"
"NAM","Roll, Rob","30-34","58.96","34/1","56.55","31","0"
"NAM","Oconnell, Maxwell","25-29","59.67","38/7","56.57","49","0"
"MOVY","Sherman, Bill","65-69","56.15","10/4","56.69","3","8"
"DOGZ","Ackerson, Vince","65-69","1:04.00","8/6","56.76","4","7"
"NEM","Garrity, Anthony","30-34","58.93","34/2","56.77","32","0"
"1693","Harbourt, Cliff","50-54","55.00","21/2","56.77","19","0"
"NAM","Wilhelm, John","55-59","56.05","18/3","56.79","14","0"
"CONN","Casey, John","18-24","55.48","44/8","56.87","31","0"
"NEM","Baughman, Richard","70-74","58.00","6/4","56.88","2","9"
"NEM","Fedak, John","60-64","56.89","13/4","57.12","11","0"
"LOCOM","Davis, Guy","65-69","57.74","10/7","57.14","5","6"
"MOST","Guirl, Michael","50-54","57.00","20/5","57.26","20","0"
"NBM","Michell, Jan","60-64","54.41","14/9","57.38","12","0"
"JMMS","Romine, Ted","30-34","57.57","34/7","57.42","33","0"
"SKY","Maki, Steve","55-59","57.80","17/5","57.43","15","0"
"SCM","Krauser, Larry","70-74","59.44","6/3","57.50","3","8"
"SCSCM","Kerekes, Kevin","50-54","58.67","20/8","57.52","21","0"
"TXLA","Babcock, Xander","18-24","57.20","44/2","57.60","32","0"
"FCST","Ngo, William","18-24","1:04.49","38/10","57.62","33","0"
"NBA","Akherati, Ali","30-34","59.58","34/10","57.67","34","0"
"NAM","Leahy, J","50-54","57.44","20/6","57.81","22","0"
"O2","Nguyen, Vi","35-39","58.99","29/6","57.83","30","0"
"RGSC","Perez, Michael","25-29","59.00","38/4","57.84","50","0"
"ASC","Posey, Nathan","40-44","59.00","15/4","57.85","27","0"
"NAM","Lentz, Gabriel","18-24","54.04","44/5","57.86","34","0"
"RIDG","Meek, Greg","65-69","56.02","10/6","57.96","6","5"
"LAPS","Powell, Steven","55-59","55.87","18/7","58.04","16","0"
"UC04","Adams, Scott","55-59","56.14","18/8","58.05","17","0"
"AKMS","McIntosh, Daniel","30-34","57.78","34/3","58.20","35","0"
"NEM","Conca, Jake","45-49","56.34","24/2","58.27","23","0"
"XCL","Semilof, Brandon","50-54","58.00","20/3","58.30","23","0"
"TXLA","Hong, Jimmy","30-34","58.95","34/9","58.43","36","0"
"RMRM","Collings, Mark","65-69","58.97","10/2","58.46","7","4"
"MCF","Koelling, Kurt","55-59","58.30","17/4","58.70","18","0"
"MOVY","Waid, Greg","60-64","57.32","13/3","58.73","13","0"
"TXLA","Stinchcombe, Maxwell","65-69","59.90","10/10","58.83","8","3"
"PBM","LeClair, David","55-59","58.64","17/3","58.90","19","0"
"LASH","Brennan, Edward","55-59","57.21","18/1","59.01","20","0"
"IM","Black, Boyd","65-69","59.05","10/9","59.03","9","2"
"CWTWN","Ische, Ryan","30-34","1:00.50","29/1","59.05","37","0"
"URI","Stevens, Finley","18-24","1:00.27","44/9","59.06","35","0"
"UC41","Buelt, Abraham","35-39","55.99","30/8","59.08","31","0"
"MINN","Perry, Mitch","60-64","1:01.01","12/10","59.17","14","0"
"IM","Merrill, Nick","65-69","58.55","10/8","59.18","10","0.5"
"MOVY","Welchlin, Bob","65-69","59.27","10/1","59.18","10","0.5"
"RGSC","Foote, Michael","50-54","58.90","20/2","59.32","24","0"
"FASWM","Orr, Braden","40-44","55.55","26/2","59.33","28","0"
"MOST","Salyer, Ken","30-34","57.85","34/8","59.36","38","0"
"TXLA","Worrel, Dick","70-74","1:00.00","6/2","59.42","4","7"
"FCST","Unverzagt, Eric","35-39","1:00.40","29/7","59.47","32","0"
"ROSE","Coultas, Tom","70-74","1:03.00","5/5","59.48","5","6"
"LSM","Von Readen, Brad","55-59","59.00","17/2","59.61","21","0"
"WISC","Sheehan, Thomas","60-64","1:00.94","12/1","59.69","15","0"
"JMMS","Reid, Andrew","55-59","58.72","17/8","59.80","22","0"
"TXLA","Young, Stanford","60-64","58.54","12/7","59.82","16","0"
"NMMS","Snyder, Stephen","30-34","59.87","29/3","1:00.01","39","0"
"GAJA","Balkus, Larry","55-59","1:00.83","16/6","1:00.06","23","0"
"LSM","Joseph, Greg","65-69","1:03.00","9/9","1:00.11","12","0"
"DUKEM","Terrando, Niccolo","35-39","57.19","30/9","1:00.12","33","0"
"NMMS","Smith, Mark","60-64","1:00.12","12/2","1:00.14","17","0"
"UC21","Magiera, Joseph","65-69","1:02.81","9/2","1:00.15","13","0"
"NASH","Gustafson, Michael","45-49","57.38","23/6","1:00.17","24","0"
"MICH","Melgar, Thomas","60-64","59.00","12/3","1:00.22","18","0"
"IM","Dodson, Phil","70-74","59.65","6/8","1:00.34","6","5"
"SHARK","Childs, Lee","75-79","1:00.50","3/5","1:00.40","1","11"
"RMRM","Pazmino, Jorge","55-59","59.94","17/10","1:00.41","24","0"
"UC16","Lopez, Abel","45-49","58.99","23/1","1:00.42","25","0"
"WISC","Fochios, Dean","70-74","59.00","6/7","1:00.48","7","4"
"TCCMS","Hercher, Heinz","65-69","1:04.50","8/3","1:00.51","14","0"
"RHMS","Van Boer, Eric","70-74","1:01.00","6/9","1:00.52","8","3"
"MOVY","Whiston, Glenn","65-69","1:02.00","9/3","1:00.71","15","0"
"AGUA","O'Neill, Roy","60-64","59.76","12/8","1:00.78","19","0"
"UC26","Vale, Michael","55-59","1:05.00","16/8","1:00.94","25","0"
"NAM","Sutter, Paul","55-59","59.92","17/1","1:00.97","26","0"
"MOST","Davis, Bryant","40-44","59.00","15/2","1:00.98","29","0"
"WISC","Mandel, Barry","70-74","1:02.50","6/10","1:01.02","9","2"
"NAM","Fisher, Dennis","65-69","1:00.50","9/5","1:01.08","16","0"
"AAAA","Fuselier, Stephen","65-69","1:00.93","9/4","1:01.26","17","0"
"TXLA","Blackwood, Tim","60-64","57.84","13/9","1:01.42","20","0"
"SDMST","Belnap, Mark","55-59","1:00.53","16/5","1:01.50","27","0"
"NASH","Clancy, John","25-29","1:01.54","38/3","1:01.71","51","0"
"DOGZ","Tydd, Brian","65-69","1:00.90","9/6","1:01.72","18","0"
"TXLA","Reynolds, Justin","35-39","1:03.26","29/8","1:01.78","34","0"
"DOGZ","Johnson, David","65-69","1:01.32","9/7","1:01.81","19","0"
"TAM","Bernard, Alan","75-79","1:01.82","3/4","1:01.92","2","9"
"SCYM","Tsuzuki, Ed","65-69","1:04.04","8/4","1:01.97","20","0"
"UC43","Magerkurth, Craig","55-59","59.90","17/9","1:02.02","28","0"
"TXLA","Hardas, Amogh Manoj","25-29","1:04.00","38/2","1:02.13","52","0"
"MOST","Richey, Steven","60-64","1:01.90","11/6","1:02.17","21","0"
"XCL","O'Donoghue, Michael","70-74","1:05.00","5/3","1:02.35","10","1"
"1693","Brower, James","60-64","1:02.03","11/4","1:02.56","22","0"
"TW","Gallardo, Anthony","35-39","58.00","30/1","1:02.57","35","0"
"UC43","Sayers, Robert","55-59","1:03.00","16/7","1:02.88","29","0"
"MOST","Hammen, Douglas","60-64","1:02.24","11/7","1:03.06","23","0"
"SHARK","Voisard, Brian","70-74","1:03.83","5/4","1:03.24","11","0"
"OHAAC","Soboslay, Stephen","18-24","1:03.71","44/10","1:03.29","36","0"
"ENSW","Phillips, Mike","65-69","1:02.51","9/8","1:03.55","21","0"
"TXLA","Patrick, Robert","50-54","1:08.00","20/10","1:03.76","25","0"
"IM","Uecke, Alan","70-74","1:02.18","6/1","1:03.81","12","0"
"GCST","Albitz, Luke","18-24","1:01.05","44/1","1:03.90","37","0"
"NBM","Paulos, David","60-64","1:03.50","11/8","1:03.91","24","0"
"TAM","Burns, Richard","80-84","1:05.80","2/3","1:04.11","1","11"
"UC12","Luallen, Jeremy","35-39","54.72","31/10","1:04.12","36","0"
"NCMS","Lawson III, William","65-69","1:04.19","8/7","1:04.16","22","0"
"NBM","Hubbard, Russell","60-64","1:04.62","11/9","1:04.58","25","0"
"UC43","Montoto, Ismael","18-24","1:07.00","29/9","1:05.09","38","0"
"HVD","Foley, Bryan","60-64","1:00.73","12/9","1:05.25","26","0"
"RMRM","Abrahams, Richard","80-84","1:03.60","2/4","1:05.49","2","9"
"TULS","Fleetwood, James","45-49","1:10.87","15/7","1:05.51","26","0"
"MOST","Gallivan, Kevin","60-64","58.11","12/6","1:06.00","27","0"
"RIDG","Burr, Chuck","65-69","1:04.88","8/2","1:06.06","23","0"
"PATZ","Vail, Richard","65-69","1:04.67","8/8","1:06.25","24","0"
"UC32","Donahoo, Don","70-74","1:03.57","5/6","1:06.35","13","0"
"TOC","Keating, Brian","55-59","1:10.00","16/9","1:06.35","30","0"
"SCM","Sheahan, Dan","65-69","1:03.57","8/5","1:06.43","25","0"
"SFTL","Gaw, Mike","55-59","1:03.58","16/3","1:06.47","31","0"
"MINN","Herbert, John","55-59","1:08.00","16/2","1:06.88","32","0"
"RMRM","Pedelty, Jeffrey","65-69","1:05.89","8/1","1:06.98","26","0"
"SHARK","Couch, Bob","75-79","1:07.11","3/7","1:07.04","3","8"
"ROSE","Hendrie, Alexander","70-74","1:09.25","4/3","1:07.27","14","0"
"MOST","Michaels, Charles","65-69","1:03.44","9/10","1:07.36","27","0"
"NYAC","Wallace, Edward","75-79","1:09.49","3/8","1:07.61","4","7"
"MHSM","Colton, Gary","70-74","1:05.67","5/8","1:07.68","15","0"
"NASH","Wiseman, Tom","65-69","1:08.79","8/10","1:07.75","28","0"
"RIDG","Hepworth, Mark","70-74","1:07.50","5/10","1:08.06","16","0"
"PAMS","Alkire, Jim","65-69","1:03.24","9/1","1:08.35","29","0"
"OREG","Phipps, Tom","70-74","1:07.01","5/9","1:08.37","17","0"
"DUMS","Tableman, Mark","25-29","1:16.44","38/1","1:08.57","53","0"
"PBM","Charrette, Dale","65-69","1:09.00","7/5","1:08.62","30","0"
"ENSW","Donaldson, Shawn","45-49","1:12.00","15/8","1:08.68","27","0"
"PCAT","Lucardi, Kevin","25-29","1:07.60","38/9","1:09.28","54","0"
"MOST","Barrera, Jose","50-54","1:08.63","15/9","1:09.59","26","0"
"SFTL","Rollins, Bruce","75-79","1:11.02","3/2","1:10.11","5","6"
"SNM","Lintz, Steve","70-74","1:09.00","4/6","1:10.22","18","0"
"NAM","Sutter, John","60-64","1:04.50","11/2","1:10.59","28","0"
"MOST","Mullin, James","65-69","1:10.14","7/4","1:10.81","31","0"
"RGSC","Sotelo, Luis","55-59","1:32.00","15/10","1:11.38","33","0"
"MHSM","Burgess, Douglas","70-74","1:09.00","4/4","1:11.86","19","0"
"MICH","Grech, Paul","55-59","1:12.12","16/10","1:11.86","34","0"
"PBM","Beuttenmuller, David","70-74","1:12.00","4/8","1:11.89","20","0"
"AARG","Kravitz, Larry","70-74","1:07.25","5/1","1:12.47","21","0"
"TOC","Elder, James","80-84","1:15.00","2/5","1:12.69","3","8"
"TOC","Devlin, Patrick","55-59","1:10.00","16/1","1:14.39","35","0"
"MINN","Bovard, Ralph","70-74","1:09.12","4/7","1:14.88","22","0"
"LSM","Doyle, Michael","60-64","57.56","13/2","1:15.66","29","0"
"UC43","Auerbach, Andrew","65-69","1:19.76","7/2","1:15.94","32","0"
"MHSM","Atchison, John","65-69","1:10.00","7/6","1:16.04","33","0"
"MINN","Helm, Wayne","75-79","1:14.63","3/1","1:17.23","6","5"
